"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-10-15","15:15:00",6673.31,"48 Oct 16 6690 C BTO 17.30 | 48 Oct 16 6740 C STO 3.15",-1440,6692.64,"2025-10-16","09:35:00",-1755,"Exited at Specified Time",14874.24,21.519444444444442,48,706873.24,69120,"",170.88,74.88,0.182,0.11,20.45,20.41,43.96,-14.96,37.15,-33.68
"2025-10-10","15:15:00",6588.07,"38 Oct 13 6610 C BTO 24.25 | 38 Oct 13 6660 C STO 7.20",-1730,6629.55,"2025-10-13","09:35:00",-2530,"Exited at Specified Time",30205.44,45.94682080924856,38,691999,65740,"",135.28,59.28,0.297,0.221,21.39,20.24,5.38,-152.42,64.74,-36.42
"2025-08-01","15:15:00",6234.75,"40 Aug 4 6255 C BTO 18.60 | 40 Aug 4 6305 C STO 4.30",-1455,6288.58,"2025-08-04","09:35:00",-3145,"Exited at Specified Time",67395.2,115.79931271477662,40,661793.56,58200,"",142.4,62.4,0.231,0.151,20.95,18.33,-52.11,-52.53,117.87,-5.84
"2025-06-20","15:15:00",5960.46,"46 Jun 23 5980 C BTO 16.30 | 46 Jun 23 6030 C STO 2.95",-1360,5963.22,"2025-06-23","09:35:00",-680,"Exited at Specified Time",-31515.52,-50.37647058823529,46,594398.36,62560,"",163.76,71.76,0.181,0.054,20.81,21.02,18.8,-39.21,14.71,-49.26
"2025-06-17","15:15:00",5985.83,"43 Jun 18 6005 C BTO 19.60 | 43 Jun 18 6055 C STO 4.65",-1520,5981.91,"2025-06-18","09:35:00",-795,"Exited at Specified Time",-31395.16,-48.03421052631579,43,625913.88,65360,"",153.08,67.08,0.237,0.089,21.28,20.92,-20.96,-26.32,6.58,-46.05
"2025-06-13","15:15:00",5982.28,"38 Jun 16 6000 C BTO 20.55 | 38 Jun 16 6050 C STO 4.80",-1600,6021.32,"2025-06-16","09:35:00",-2520,"Exited at Specified Time",34765.44,57.18000000000001,38,657309.04,60800,"",135.28,59.28,0.234,0.08,20.84,19.41,-44.7,-18.28,59.06,-26.56
"2025-05-29","15:15:00",5897.13,"46 May 30 5915 C BTO 19.15 | 46 May 30 5965 C STO 5.30",-1410,5893.12,"2025-05-30","09:35:00",-830,"Exited at Specified Time",-26915.52,-41.49787234042554,46,622543.6,64860,"",163.76,71.76,0.277,0.128,19.09,19.49,51.41,-42.83,26.24,-45.74
"2025-05-21","15:15:00",5847.39,"49 May 22 5865 C BTO 18.40 | 49 May 22 5915 C STO 4.80",-1385,5828.45,"2025-05-22","09:35:00",-600,"Exited at Specified Time",-38715.88,-57.04837545126353,49,649459.12,67865,"",174.44,76.44,0.261,0.132,20.41,21.43,-30.28,-62.79,14.44,-55.23
"2025-05-09","15:15:00",5670.41,"37 May 12 5695 C BTO 26.55 | 37 May 12 5745 C STO 11.50",-1530,5808.16,"2025-05-12","09:35:00",-4680,"Exited at Specified Time",116360.56,205.54771241830068,37,688175,56610,"",131.72,57.72,0.433,0.589,21.97,19.36,15.71,-9.24,208.82,-17.97
"2025-04-28","15:15:00",5515.7,"41 Apr 29 5535 C BTO 19.60 | 41 Apr 29 5585 C STO 5.65",-1420,5514.82,"2025-04-29","09:35:00",-1075,"Exited at Specified Time",-14354.92,-24.656338028169014,41,571814.44,58220,"",145.96,63.96,0.288,0.185,25.2,25.41,4.01,-13.52,44.01,-26.76
