"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2026-01-13","09:32:00",6978.34,"2 Jan 13 6950 P STO 3.45 | 4 Jan 13 7000 C STO 3.45 | 2 Jan 13 6850 P BTO 0.25 | 4 Jan 13 7050 C BTO 0.15",970,6946.01,"2026-01-13","10:28:00",1450,"Stop Loss",-988.8,-50.96907216494845,2,1157935.2,18060,"",14.4,14.4,18.818,24.583,15.08,15.92,0.14,0.93,25.77,-48.45
"2026-01-12","15:00:00",6985.03,"2 Jan 12 6985 P STO 3.25 | 4 Jan 12 6985 C STO 2.70 | 2 Jan 12 6885 P BTO 0.05 | 4 Jan 12 7035 C BTO 0.05",840,6978.22,"2026-01-12","15:45:00",745,"Exited at Specified Time",161.2,9.595238095238095,2,1158924,18320,"",14.4,14.4,57.667,49.333,15.03,15.11,-22.16,40.91,16.67,-11.9
"2026-01-12","09:54:00",6962.52,"2 Jan 12 6940 P STO 3.80 | 4 Jan 12 6980 C STO 2.50 | 2 Jan 12 6840 P BTO 0.40 | 4 Jan 12 7030 C BTO 0.10",810,6985.62,"2026-01-12","14:58:00",1290,"Stop Loss",-988.8,-61.03703703703703,2,1158762.8,18380,"",14.4,14.4,14.667,81.333,15.46,15.06,-22.16,18.4,65.43,-59.88
"2026-01-12","09:32:00",6943.12,"2 Jan 12 6905 P STO 3.30 | 4 Jan 12 6970 C STO 2.65 | 2 Jan 12 6805 P BTO 0.20 | 4 Jan 12 7020 C BTO 0.10",810,6960.63,"2026-01-12","09:52:00",1290,"Stop Loss",-988.8,-61.03703703703703,2,1159751.6,18380,"",14.4,14.4,21.5,24,15.68,15.47,-22.16,-1,8.02,-58.64
"2026-01-09","09:41:00",6946.08,"2 Jan 9 6880 P STO 3.45 | 4 Jan 9 6985 C STO 2.85 | 2 Jan 9 6780 P BTO 0.35 | 4 Jan 9 7035 C BTO 0.15",840,6973.68,"2026-01-09","15:45:00",30,"Exited at Specified Time",1591.2,94.71428571428572,2,1160740.4,18320,"",14.4,14.4,14.077,1.667,15.4,14.52,6.37,18.25,98.81,-3.57
"2026-01-09","09:32:00",6933.69,"2 Jan 9 6870 P STO 3.35 | 4 Jan 9 6975 C STO 3.25 | 2 Jan 9 6770 P BTO 0.30 | 4 Jan 9 7025 C BTO 0.25",895,6944.77,"2026-01-09","09:39:00",1375,"Stop Loss",-988.8,-55.240223463687144,2,1159149.2,18210,"",14.4,14.4,12.312,15.625,15.41,15.4,6.37,5.86,0.56,-50.28
"2026-01-08","09:32:00",6913.59,"2 Jan 8 6880 P STO 3.50 | 4 Jan 8 6940 C STO 2.70 | 2 Jan 8 6780 P BTO 0.25 | 4 Jan 8 6990 C BTO 0.15",825,6919.83,"2026-01-08","15:45:00",25,"Exited at Specified Time",1571.2,95.22424242424242,2,1160138,18350,"",14.4,14.4,16.182,1,15.67,15.51,-6.82,-0.52,99.39,-7.27
"2026-01-07","09:32:00",6944.92,"2 Jan 7 6920 P STO 3.70 | 4 Jan 7 6965 C STO 3.05 | 2 Jan 7 6820 P BTO 0.25 | 4 Jan 7 7015 C BTO 0.10",925,6922.14,"2026-01-07","15:45:00",280,"Exited at Specified Time",1261.2,68.17297297297299,2,1158566.8,18150,"",14.4,14.4,21.778,18.333,14.98,15.33,0.25,-0.15,97.3,-40.54
"2026-01-06","13:47:00",6941.61,"2 Jan 6 6940 P STO 3.40 | 4 Jan 6 6945 C STO 2.35 | 2 Jan 6 6840 P BTO 0.10 | 4 Jan 6 6995 C BTO 0.05",780,6946.71,"2026-01-06","15:45:00",655,"Exited at Specified Time",221.2,14.179487179487179,2,1157305.6,18440,"",14.4,14.4,40.5,43.333,14.76,14.67,5.98,33.58,25.64,-44.87
"2026-01-06","10:00:00",6927.23,"2 Jan 6 6910 P STO 3.55 | 4 Jan 6 6935 C STO 3.75 | 2 Jan 6 6810 P BTO 0.30 | 4 Jan 6 6985 C BTO 0.10",1045,6939.46,"2026-01-06","13:45:00",1525,"Stop Loss",-988.8,-47.31100478468899,2,1157084.4,17910,"",14.4,14.4,22.1,69.5,14.66,14.8,5.98,19.2,60.77,-44.5
"2026-01-06","09:32:00",6911.65,"2 Jan 6 6885 P STO 3.70 | 4 Jan 6 6930 C STO 2.55 | 2 Jan 6 6785 P BTO 0.20 | 4 Jan 6 6980 C BTO 0.10",830,6925.96,"2026-01-06","09:58:00",1310,"Stop Loss",-988.8,-59.566265060240966,2,1158073.2,18340,"",14.4,14.4,22,32.5,14.9,14.66,5.98,3.62,22.89,-57.83
"2026-01-05","09:32:00",6901.52,"2 Jan 5 6865 P STO 3.75 | 4 Jan 5 6920 C STO 3.40 | 2 Jan 5 6765 P BTO 0.30 | 4 Jan 5 6970 C BTO 0.10",995,6904.46,"2026-01-05","15:45:00",25,"Exited at Specified Time",1911.2,96.04020100502512,2,1159062,18010,"",14.4,14.4,21.1,1,14.97,14.96,33.72,9.33,99.5,-3.52
"2025-12-31","09:32:00",6898.35,"2 Dec 31 6870 P STO 3.20 | 4 Dec 31 6920 C STO 3.15 | 2 Dec 31 6770 P BTO 0.15 | 4 Dec 31 6970 C BTO 0.15",895,6858.15,"2025-12-31","15:11:00",1375,"Stop Loss",-988.8,-55.240223463687144,2,1157150.8,18210,"",14.4,14.4,21.111,96,14.53,14.95,2.58,-0.47,86.59,-63.13
"2025-12-30","09:32:00",6902.74,"2 Dec 30 6875 P STO 3.55 | 4 Dec 30 6925 C STO 2.70 | 2 Dec 30 6775 P BTO 0.15 | 4 Dec 30 6975 C BTO 0.10",850,6904.41,"2025-12-30","15:45:00",25,"Exited at Specified Time",1621.2,95.36470588235294,2,1158139.6,18300,"",14.4,14.4,25.571,1,14.38,14.13,-5.3,2.3,99.41,0
"2025-12-29","09:40:00",6916.28,"2 Dec 29 6890 P STO 3.45 | 4 Dec 29 6935 C STO 3.05 | 2 Dec 29 6790 P BTO 0.25 | 4 Dec 29 6985 C BTO 0.15",890,6907.4,"2025-12-29","15:45:00",25,"Exited at Specified Time",1701.2,95.57303370786518,2,1156518.4,18220,"",14.4,14.4,17.364,1.333,14.78,14.07,-26.34,12.68,99.44,0
"2025-12-29","09:32:00",6902.93,"2 Dec 29 6875 P STO 3.15 | 4 Dec 29 6930 C STO 2.50 | 2 Dec 29 6775 P BTO 0.20 | 4 Dec 29 6980 C BTO 0.15",755,6918.27,"2025-12-29","09:38:00",1235,"Stop Loss",-988.8,-65.48344370860927,2,1154817.2,18490,"",14.4,14.4,16.3,22.364,14.84,14.76,-26.34,-0.67,7.28,-71.52
"2025-12-26","09:32:00",6934.34,"2 Dec 26 6915 P STO 3.75 | 4 Dec 26 6950 C STO 2.65 | 2 Dec 26 6815 P BTO 0.20 | 4 Dec 26 7000 C BTO 0.15",845,6932.49,"2025-12-26","15:45:00",25,"Exited at Specified Time",1611.2,95.33727810650888,2,1155806,18310,"",14.4,14.4,18.1,1,14.12,13.54,3.97,-1.68,99.41,-21.89
"2025-12-24","11:38:00",6933.56,"2 Dec 24 6935 P STO 4.70 | 4 Dec 24 6935 C STO 2.40 | 2 Dec 24 6835 P BTO 0.05 | 4 Dec 24 6985 C BTO 0.05",925,6932.05,"2025-12-24","13:00:00",295,"Expired",1245.6,67.32972972972972,2,1154194.8,18150,"",14.4,0,63.333,22.667,13.51,13.41,-4.88,28.65,78.38,-0.54
"2025-12-24","11:13:00",6926.48,"2 Dec 24 6925 P STO 2.55 | 4 Dec 24 6925 C STO 3.55 | 2 Dec 24 6825 P BTO 0.05 | 4 Dec 24 6975 C BTO 0.05",940,6931.21,"2025-12-24","11:36:00",1420,"Stop Loss",-988.8,-52.59574468085106,2,1152949.2,18120,"",14.4,14.4,64.333,93.333,13.54,13.51,-4.88,21.57,0.53,-52.13
"2025-12-24","09:32:00",6910.69,"2 Dec 24 6905 P STO 3.75 | 4 Dec 24 6920 C STO 2.70 | 2 Dec 24 6805 P BTO 0.15 | 4 Dec 24 6970 C BTO 0.05",880,6925.62,"2025-12-24","11:11:00",1360,"Stop Loss",-988.8,-56.18181818181818,2,1153938,18240,"",14.4,14.4,36.6,88,13.94,13.54,-4.88,5.78,34.09,-55.11
"2025-12-23","09:32:00",6883.78,"2 Dec 23 6855 P STO 3.55 | 4 Dec 23 6905 C STO 2.60 | 2 Dec 23 6755 P BTO 0.30 | 4 Dec 23 6955 C BTO 0.10",815,6906.13,"2025-12-23","15:45:00",530,"Exited at Specified Time",541.2,33.20245398773006,2,1154926.8,18370,"",14.4,14.4,17.5,35,14.12,13.87,-6.08,11.37,73.62,-13.5
"2025-12-22","09:32:00",6872.93,"2 Dec 22 6835 P STO 3.25 | 4 Dec 22 6895 C STO 2.65 | 2 Dec 22 6735 P BTO 0.30 | 4 Dec 22 6945 C BTO 0.10",795,6877.35,"2025-12-22","15:45:00",25,"Exited at Specified Time",1511.2,95.04402515723271,2,1154385.6,18410,"",14.4,14.4,17.1,1,14.73,14.09,30.71,7.72,99.37,0
