"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2023-06-08","09:35:00",4270.34,"20 Jun 20 4220 P STO 16.15 | 20 Jun 20 4320 C STO 14.45 | 20 Jul 3 4220 P BTO 28.80 | 20 Jul 3 4320 C BTO 29.35",-2765,4354.6,"2023-06-13","09:32:00",-3015,"Below Delta",4795.2,8.671247739602169,20,655691.96,55300,"",142.4,62.4,0.526,0.653,1.17,1.65,12.12,-1.45
"2023-06-07","09:35:00",4292.93,"19 Jun 16 4250 P STO 16.10 | 19 Jun 16 4345 C STO 14.35 | 19 Jun 30 4250 P BTO 29.25 | 19 Jun 30 4345 C BTO 29.35",-2825,4371.05,"2023-06-13","09:43:00",-3205,"Below Delta",7025.44,13.088849557522122,19,670813.08,53675,"",135.28,59.28,0.52,0.598,1.62,7.46,18.23,-12.57
"2023-06-05","09:35:00",4288.94,"18 Jun 14 4240 P STO 16.95 | 18 Jun 14 4340 C STO 15.65 | 18 Jun 28 4240 P BTO 30.75 | 18 Jun 28 4340 C BTO 31.75",-3000,4359.84,"2023-06-13","09:34:00",-3460,"Below Delta",8095.68,14.991999999999999,18,663787.64,54000,"",128.16,56.16,0.522,0.486,0.62,5.95,18.5,-19
"2023-05-19","09:35:00",4208.41,"16 May 30 4160 P STO 16.35 | 16 May 30 4255 C STO 14.10 | 16 Jun 12 4160 P BTO 32.95 | 16 Jun 12 4255 C BTO 32.05",-3465,4123.63,"2023-05-24","09:32:00",-3080,"Above Delta",-6323.84,-11.406637806637807,16,650896.76,55440,"",113.92,49.92,0.468,0.619,6.1,4.26,16.31,-10.82
"2023-05-01","09:35:00",4169.59,"17 May 10 4110 P STO 19.05 | 17 May 10 4225 C STO 15.85 | 17 May 24 4110 P BTO 34.65 | 17 May 24 4225 C BTO 30.70",-3055,4074.35,"2023-05-04","09:40:00",-2880,"Above Delta",-3149.08,-6.063502454991817,17,657220.6,51935,"",121.04,53.04,0.534,0.665,-2.69,2.8,9.17,-10.64
"2023-04-24","09:35:00",4136.44,"14 May 3 4075 P STO 19.45 | 14 May 3 4190 C STO 16.95 | 14 May 17 4075 P BTO 39.10 | 14 May 17 4190 C BTO 36.35",-3915,4126.29,"2023-05-03","09:39:00",-4915,"Below Short/Long Ratio",13856.64,25.28122605363985,14,660369.68,54810,"",99.68,43.68,0.482,0.099,-1.45,4.37,25.93,-17.88
"2023-04-05","09:48:00",4095.08,"12 Apr 14 4030 P STO 20.55 | 12 Apr 14 4155 C STO 18.50 | 12 Apr 28 4030 P BTO 41.20 | 12 Apr 28 4155 C BTO 40.80",-4305,4104.22,"2023-04-13","09:32:00",-4685,"Below Short/Long Ratio",4437.12,8.589082462253193,12,646513.04,51660,"",85.44,37.44,0.476,0.064,-6.1,0.58,13.82,-1.63
"2023-04-03","09:35:00",4109.31,"13 Apr 12 4040 P STO 21.35 | 13 Apr 12 4170 C STO 19.45 | 13 Apr 26 4040 P BTO 40.25 | 13 Apr 26 4170 C BTO 40.45",-4000,4110.59,"2023-04-11","09:53:00",-4475,"Below Short/Long Ratio",6041.88,11.619,13,642075.92,52000,"",92.56,40.56,0.506,0.099,-7.11,7.11,13.62,-2.25
"2023-02-09","09:35:00",4151.56,"14 Feb 21 4070 P STO 26.00 | 14 Feb 21 4225 C STO 23.10 | 14 Mar 6 4070 P BTO 41.85 | 14 Mar 6 4225 C BTO 39.65",-3250,4049.95,"2023-02-17","11:29:00",-3645,"Above Delta",5386.64,11.838769230769232,14,636034.04,45500,"",99.68,43.68,0.602,0.484,26.39,7.31,21.69,-14.62
"2023-02-08","09:35:00",4145.06,"13 Feb 17 4070 P STO 24.35 | 13 Feb 17 4215 C STO 22.35 | 13 Mar 3 4070 P BTO 41.20 | 13 Mar 3 4215 C BTO 39.45",-3405,4125.82,"2023-02-16","11:47:00",-4330,"Below Short/Long Ratio",11891.88,26.865198237885462,13,630647.4,44265,"",92.56,40.56,0.579,0.098,-10.53,-8.41,28.34,-11.6
