"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2023-05-05","09:45:00",4112.86,"16 May 5 4110 P BTO 10.90 | 16 May 5 4130 P STO 22.35",1135,4136.25,"2023-05-05","16:00:00",0,"Expired",18103.04,99.68634361233481,16,655802.92,13840,"SPX","",56.96,2.05,1,17.89,16.99,23.51,28.13,100,-14.98
"2023-04-28","09:45:00",4133.06,"16 Apr 28 4130 P BTO 8.20 | 16 Apr 28 4150 P STO 20.15",1185,4169.48,"2023-04-28","16:00:00",0,"Expired",18903.04,99.69957805907174,16,637699.88,13040,"SPX","",56.96,2.457,1,16.71,15.9,-5.72,3.43,100,0
"2023-04-13","09:45:00",4103.89,"14 Apr 13 4100 P BTO 7.80 | 14 Apr 13 4120 P STO 19.05",1115,4146.22,"2023-04-13","16:00:00",0,"Expired",15560.16,99.68071748878924,14,618796.84,12390,"SPX","",49.84,2.442,1,18.65,17.83,8.09,3.85,100,-13.45
"2023-03-31","09:45:00",4068.94,"15 Mar 31 4065 P BTO 7.15 | 15 Mar 31 4085 P STO 18.90",1165,4109.31,"2023-03-31","16:00:00",0,"Expired",17421.6,99.69442060085836,15,603236.68,12525,"SPX","",53.4,2.643,1,18.82,18.87,5.35,12.76,100,-4.72
"2023-03-30","09:45:00",4051.61,"16 Mar 30 4050 P BTO 8.85 | 16 Mar 30 4070 P STO 20.80",1185,4050.83,"2023-03-30","16:00:00",1917,"Expired",-11768.96,-62.07257383966244,16,585815.08,13040,"SPX","",56.96,2.35,189,19.01,19.06,18.93,4.87,10.97,-63.71
"2023-03-27","09:45:00",3999.77,"13 Mar 27 3995 P BTO 11.30 | 13 Mar 27 4015 P STO 21.65",1025,3977.53,"2023-03-27","16:00:00",2000,"Expired",-12721.28,-95.46926829268293,13,597584.04,12675,"SPX","",46.28,1.916,2.164,21.12,20.77,11.94,16.84,9.76,-96.59
"2023-02-27","09:45:00",3998.49,"15 Feb 27 3995 P BTO 10.55 | 15 Feb 27 4015 P STO 21.90",1125,3982.24,"2023-02-27","16:00:00",2000,"Expired",-13178.4,-78.09422222222221,15,610305.32,13125,"SPX","",53.4,2.076,2.575,21.11,20.96,22.32,6.13,45.78,-78.67
"2022-12-29","09:45:00",3826.44,"15 Dec 29 3825 P BTO 10.85 | 15 Dec 29 3845 P STO 22.45",1150,3849.28,"2022-12-29","16:00:00",0,"Expired",17196.6,99.69043478260869,15,623483.72,12750,"SPX","",53.4,2.069,2,21.64,21.45,22.23,20.99,100,0
"2022-09-09","09:45:00",4033.19,"14 Sep 9 4030 P BTO 14.65 | 14 Sep 9 4050 P STO 25.90",1115,4067.36,"2022-09-09","16:00:00",0,"Expired",15560.16,99.68071748878924,14,606287.12,12390,"SPX","",49.84,1.768,1,23.1,22.93,16.76,10.25,100,-2.24
"2022-08-12","09:45:00",4235.35,"13 Aug 12 4230 P BTO 10.10 | 13 Aug 12 4250 P STO 20.45",1025,4280.15,"2022-08-12","16:00:00",0,"Expired",13278.72,99.65268292682926,13,590726.96,12675,"SPX","",46.28,2.025,1,19.94,19.56,17.75,10.33,100,-41.46
"2022-07-29","09:45:00",4095.91,"13 Jul 29 4090 P BTO 12.50 | 13 Jul 29 4110 P STO 23.15",1055,4130.29,"2022-07-29","16:00:00",0,"Expired",13668.72,99.66255924170616,13,577448.24,12285,"SPX","",46.28,1.852,1,21.71,21.48,14.9,8.58,100,-10.9
"2022-07-15","09:45:00",3832.01,"13 Jul 15 3830 P BTO 17.05 | 13 Jul 15 3850 P STO 27.90",1075,3863.16,"2022-07-15","16:00:00",0,"Expired",13928.72,99.66883720930232,13,563779.52,12025,"SPX","",46.28,1.636,1,25.27,24.16,27.62,14.01,100,-24.19
"2022-07-07","09:45:00",3883.32,"12 Jul 7 3880 P BTO 13.75 | 12 Jul 7 3900 P STO 24.45",1060,3902.62,"2022-07-07","16:00:00",0,"Expired",12677.28,99.66415094339624,12,549850.8,11280,"SPX","",42.72,1.778,3,26.35,25.91,13.77,24.47,100,-25.94
"2022-07-01","09:45:00",3787.96,"12 Jul 1 3785 P BTO 17.00 | 12 Jul 1 3805 P STO 28.20",1110,3825.33,"2022-07-01","16:00:00",0,"Expired",13277.28,99.67927927927929,12,537173.52,10680,"SPX","",42.72,1.659,1,28.29,26.77,-4.38,6.96,100,-52.7
"2022-06-28","09:45:00",3940.44,"12 Jun 28 3935 P BTO 12.70 | 12 Jun 28 3955 P STO 23.15",1035,3821.55,"2022-06-28","16:00:00",2000,"Expired",-11622.72,-93.5806763285024,12,523896.24,11580,"SPX","",42.72,1.823,1.166,26.5,28.37,12.89,27.44,3.38,-100.48
"2022-06-24","09:45:00",3848.7,"12 Jun 24 3845 P BTO 15.30 | 12 Jun 24 3865 P STO 25.85",1045,3911.74,"2022-06-24","16:00:00",0,"Expired",12497.28,99.65933014354067,12,535518.96,11460,"SPX","",42.72,1.69,1,28.53,27.4,26.02,26.95,100,-1.44
"2022-05-27","09:45:00",4098.91,"11 May 27 4095 P BTO 14.60 | 11 May 27 4115 P STO 25.25",1055,4158.24,"2022-05-27","16:00:00",0,"Expired",11565.84,99.66255924170616,11,523021.68,10395,"SPX","",39.16,1.729,1,26.44,25.58,19.59,21.48,100,0
"2022-05-26","09:45:00",4018.18,"11 May 26 4015 P BTO 18.30 | 11 May 26 4035 P STO 28.85",1045,4057.84,"2022-05-26","16:00:00",0,"Expired",11455.84,99.65933014354067,11,511455.84,10505,"SPX","",39.16,1.577,1,27.98,27.25,5.87,33.58,100,-5.74
