"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2023-12-08","09:45:00",4588.72,"99 Dec 29 4540 P STO 24.95 | 99 Dec 29 4665 C STO 21.25 | 99 Jan 5 4540 P BTO 31.50 | 99 Jan 5 4665 C BTO 29.25",-1485,4691.75,"2023-12-13","14:41:00",-1450,"Below Delta",-4478.76,-3.0464646464646465,99,2741716.96,147015,"",704.88,308.88,0.76,0.82,-9.39,12.52,13.47,-20.54
"2023-12-07","09:45:00",4571.19,"111 Dec 28 4520 P STO 25.95 | 111 Dec 28 4650 C STO 21.15 | 111 Jan 4 4520 P BTO 31.80 | 111 Jan 4 4650 C BTO 28.25",-1325,4672.83,"2023-12-13","14:06:00",-1380,"Below Delta",4968.36,3.3781132075471696,111,2707477.4,147075,"",790.32,346.32,0.784,0.808,19.5,2.35,30.94,-3.4
"2023-12-06","09:45:00",4582.74,"117 Dec 27 4530 P STO 24.95 | 117 Dec 27 4660 C STO 20.55 | 117 Jan 3 4530 P BTO 30.00 | 117 Jan 3 4660 C BTO 27.80",-1260,4684.99,"2023-12-13","14:37:00",-1410,"Below Delta",16351.92,11.092063492063492,117,2746195.72,147420,"",833.04,365.04,0.787,0.802,19.05,-3.49,27.78,-11.9
"2023-12-05","09:45:00",4555.61,"116 Dec 26 4500 P STO 25.00 | 116 Dec 26 4630 C STO 21.65 | 116 Jan 2 4500 P BTO 29.95 | 116 Jan 2 4630 C BTO 29.05",-1265,4651.94,"2023-12-13","10:40:00",-1380,"Below Delta",12152.16,8.281422924901186,116,2684433.52,146740,"",825.92,361.92,0.791,0.788,-12.53,-1.64,24.9,-2.37
"2023-12-04","09:45:00",4567.41,"93 Dec 26 4510 P STO 25.55 | 93 Dec 26 4645 C STO 22.55 | 93 Jan 2 4510 P BTO 30.45 | 93 Jan 2 4650 C BTO 28.10",-1075,4667.05,"2023-12-13","14:04:00",-1035,"Below Delta",-4672.32,-4.673488372093023,93,2702509.04,146475,"",662.16,290.16,0.822,0.829,-30.26,3.04,13.02,-6.98
"2023-12-01","09:45:00",4563.17,"134 Dec 22 4510 P STO 26.35 | 134 Dec 22 4640 C STO 21.00 | 134 Dec 29 4510 P BTO 30.70 | 134 Dec 29 4640 C BTO 27.35",-1100,4662.5,"2023-12-13","14:02:00",-1280,"Below Delta",22747.84,15.432727272727274,134,2707181.36,147400,"",954.08,418.08,0.816,0.788,-8.37,3.74,43.64,-3.18
"2023-11-30","09:45:00",4550.43,"121 Dec 21 4495 P STO 26.05 | 121 Dec 21 4625 C STO 21.80 | 121 Dec 28 4500 P BTO 31.30 | 121 Dec 28 4625 C BTO 28.35",-1210,4647.38,"2023-12-13","09:32:00",-1265,"Below Delta",5415.96,3.699173553719008,121,2672281.36,146410,"",861.52,377.52,0.802,0.785,4.29,-4.44,23.97,-5.79
"2023-11-29","09:45:00",4580.89,"140 Dec 20 4525 P STO 23.95 | 140 Dec 20 4650 C STO 21.05 | 140 Dec 27 4525 P BTO 28.00 | 140 Dec 27 4650 C BTO 27.20",-1050,4672.83,"2023-12-13","14:06:00",-1220,"Below Delta",22366.4,15.215238095238098,140,2729843.8,147000,"",996.8,436.8,0.815,0.775,16.95,9.05,26.67,-20
"2023-11-28","09:45:00",4541.26,"134 Dec 19 4490 P STO 25.00 | 134 Dec 19 4610 C STO 20.70 | 134 Dec 26 4490 P BTO 29.40 | 134 Dec 26 4610 C BTO 27.00",-1100,4630.59,"2023-12-12","12:29:00",-1140,"Below Delta",3987.84,2.7054545454545456,134,2685456.36,147400,"",954.08,418.08,0.81,0.78,-4.88,-4.29,21.82,-6.36
"2023-11-27","09:45:00",4548.61,"82 Dec 18 4495 P STO 24.05 | 82 Dec 18 4615 C STO 21.35 | 82 Dec 26 4500 P BTO 30.70 | 82 Dec 26 4620 C BTO 27.30",-1290,4633.56,"2023-12-12","13:50:00",-1085,"Below Delta",-17649.68,-16.685271317829457,82,2667806.68,146780,"",583.84,255.84,0.783,0.77,-4.48,-6.25,13.57,-14.34
